event_uuid,Date,Event_Year,Event,Discipline,Competition,Competitor,Birth_Year,Club,Country,Stage,Rank,Total,Mark,Elements,Execution,T,H,D,athlete_number,routine_number,bonus,penalty,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,l,a,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,rules,is_complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Ryan Fredensborg Møller,2007,Odense Gymnastik Forening,DEN,Qualification_1,8,50.395,48.815,10,15.8,15.715,9.1,8.2,1,1,0,0,2,2,2,4,4,4,4,4,4,8,4,0,1775,1615,1570,1570,1595,1585,1505,1540,1500,1460,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Ryan Fredensborg Møller,2007,Odense Gymnastik Forening,DEN,Qualification_2,8,50.395,50.395,10,16.5,15.895,9.8,8.2,1,2,0,0,2,3,2,2,4,3,4,4,4,6,1,0,1775,1635,1585,1580,1605,1625,1560,1565,1510,1455,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Peter Krogh Grande,2008,Springteam Nordjylland,DEN,Team Final,10,46.745,46.745,10,12.9,14.345,9,10.5,1,1,0,0,6,6,8,6,8,6,8,6,6,9,2,0,1525,1485,1435,1430,1410,1390,1415,1465,1455,1335,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Victor Blunch Olsen,2009,Greve Gymnastik og Trampolin,DEN,Qualification_1,12,47.64,47.115,10,13.9,14.415,9.6,9.2,1,1,0,0,5,6,6,6,6,6,6,4,6,8,2,0,1505,1480,1410,1445,1435,1475,1410,1460,1420,1375,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Victor Blunch Olsen,2009,Greve Gymnastik og Trampolin,DEN,Qualification_2,12,47.64,47.64,10,14.8,14.24,9.4,9.2,1,2,0,0,4,4,5,6,4,4,6,4,6,7,2,0,1485,1525,1445,1405,1385,1465,1450,1505,1480,NA,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Rasmus Winther Olsen,2008,Greve Gymnastik og Trampolin,DEN,Qualification_1,17,45.65,44.48,10,13.8,14.28,9.6,6.8,1,1,0,0,4,4,6,6,6,6,6,6,6,8,4,0,1610,1500,1430,1385,1385,1355,1380,1395,1430,1410,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Rasmus Winther Olsen,2008,Greve Gymnastik og Trampolin,DEN,Qualification_2,17,45.65,45.65,10,15.1,14.55,9.6,6.4,1,2,0,0,4,4,4,4,4,5,6,6,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Victor Blunch Olsen,2009,Greve Gymnastik og Trampolin,DEN,Team Final,11,45.685,45.685,10,12.9,14.285,9.7,8.8,1,1,0,0,6,4,5,8,8,8,7,8,7,8,2,0,1510,1525,1500,1465,1265,1375,1380,1475,1445,1345,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Joah Cheung,2001,Haslev TT,DEN,Team Final,6,50.225,50.225,10,16.4,15.425,9.4,9,1,1,0,0,1,4,4,3,4,4,2,4,4,6,0,0,1720,1590,1530,1530,1520,1505,1530,1540,1475,1485,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Oliver Rasmussen,2008,Odense Gymnastik Forening,DEN,Qualification_1,19,42.47,42.47,10,12,13.57,9.1,7.8,1,1,0,0,7,6,8,7,7,8,8,7,7,9,6,0,1450,1425,1360,1375,1340,1355,1345,1300,1290,1330,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Oliver Rasmussen,2008,Odense Gymnastik Forening,DEN,Qualification_2,19,42.47,38.74,9,11.2,12.34,8.4,6.8,1,2,0,0,8,6,7,7,8,8,9,7,8,0,0,0,1425,1420,1345,1375,1370,1370,1355,1370,1310,NA,TRA FIG 2022,Incomplete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Peter Krogh Grande,2008,Springteam Nordjylland,DEN,Qualification_1,15,46.555,46.115,10,13.4,13.915,8.8,10,1,1,0,0,6,4,8,6,6,7,8,6,7,6,2,0,1515,1465,1425,1435,1420,1415,1295,1355,1305,1285,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Peter Krogh Grande,2008,Springteam Nordjylland,DEN,Qualification_2,15,46.555,46.555,10,13.6,13.955,9,10,1,2,0,0,6,6,6,4,6,6,8,8,6,6,2,0,1525,1485,1425,1475,1415,1380,1290,1325,1365,1270,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Ryan Fredensborg Møller,2007,Odense Gymnastik Forening,DEN,Team Final,7,49.45,49.45,10,15.9,15.75,9.6,8.2,1,1,0,0,2,2,3,4,4,2,4,6,6,8,0,0,1790,1625,1575,1590,1600,1610,1550,1520,1510,1380,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Karl Fobian Banas,2007,KTK,DEN,Qualification_1,20,15.165,15.165,3,4.5,4.565,2.7,3.4,1,1,0,0,4,6,5,0,0,0,0,0,0,0,0,0,1575,1515,1475,NA,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Incomplete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Karl Fobian Banas,2007,KTK,DEN,Qualification_2,20,15.165,10.34,2,3.1,3.04,1.9,2.3,1,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1540,1500,NA,NA,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Incomplete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Rasmus Krogh Grande,2008,Springteam Nordjylland,DEN,Team Final,8,48.575,48.575,10,14.4,14.575,9.3,10.3,1,1,0,0,5,4,6,4,6,6,6,4,6,8,1,0,1555,1520,1480,1490,1400,1385,1405,1470,1470,1400,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Linus Scott Pedersen,2009,Greve Gymnastik og Trampolin,DEN,Team Final,12,44.615,44.615,10,13.1,13.315,9.1,9.1,1,1,0,0,6,4,6,6,8,8,10,6,6,7,2,0,1460,1425,1350,1370,1325,1290,1165,1275,1340,1315,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Patrick Nyboe,2006,Haslev TT,DEN,Qualification_1,16,46.415,44.8,10,12.8,14.1,8.9,9,1,1,0,0,4,4,4,6,6,4,6,6,6,6,20,0,1455,1445,1420,1365,1430,1440,1455,1435,1435,1220,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Patrick Nyboe,2006,Haslev TT,DEN,Qualification_2,16,46.415,46.415,10,14,13.815,9.6,9,1,2,0,0,4,4,6,7,6,6,6,6,7,6,2,0,1415,1435,1410,1275,1340,1400,1420,1455,1445,1220,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Linus Scott Pedersen,2009,Greve Gymnastik og Trampolin,DEN,Qualification_1,14,46.61,45.975,10,13.1,13.675,9.5,9.7,1,1,0,0,6,5,6,6,8,8,7,7,6,6,4,0,1490,1415,1335,1325,1280,1295,1330,1385,1425,1395,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Linus Scott Pedersen,2009,Greve Gymnastik og Trampolin,DEN,Qualification_2,14,46.61,46.61,10,13.9,13.71,9.3,9.7,1,2,0,0,6,3,5,6,6,8,6,6,5,8,2,0,1475,1470,1360,1365,1350,1305,1325,1355,1350,1355,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Patrick Nyboe,2006,Haslev TT,DEN,Team Final,9,47.535,47.535,10,14.8,14.035,9.7,9,1,1,0,0,4,4,4,6,4,6,6,4,6,6,2,0,1405,1445,1420,1380,1425,1435,1425,1440,1430,1230,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Rasmus Bønnerup Søgaard Hansen,2008,Greve Gymnastik og Trampolin,DEN,Qualification_1,13,47.265,47.265,10,14,15.265,8.9,9.1,1,1,0,0,4,6,4,6,6,6,6,6,6,8,2,0,1635,1555,1515,1515,1475,1445,1490,1545,1555,1535,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Rasmus Bønnerup Søgaard Hansen,2008,Greve Gymnastik og Trampolin,DEN,Qualification_2,13,47.265,20.38,4,6,6.18,3.4,5,1,2,0,2,4,6,4,6,0,0,0,0,0,0,0,0,1640,1545,1495,1500,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Incomplete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Kristoffer Klingenbjerg,2000,Odense Gymnastik Forening,DEN,Team Final,2,54.9,54.9,10,15.7,16.3,9.3,13.6,1,1,0,0,4,4,4,4,4,4,4,4,4,5,2,0,1745,1675,1655,1665,1655,1600,1600,1630,1625,1450,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Rasmus Krogh Grande,2008,Springteam Nordjylland,DEN,Qualification_1,11,47.74,47.74,10,13.6,14.54,9.3,10.3,1,1,0,0,6,5,6,4,6,6,8,6,7,8,2,0,1575,1540,1475,1460,1430,1420,1355,1435,1440,1410,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Rasmus Krogh Grande,2008,Springteam Nordjylland,DEN,Qualification_2,11,47.74,34.715,7,10,10.315,6.4,8,1,2,0,0,6,4,7,5,6,6,6,0,0,0,0,0,1560,1520,1440,1500,1460,1440,1395,NA,NA,NA,TRA FIG 2022,Incomplete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Peter Sørensen,2001,Greve Gymnastik og Trampolin,DEN,Qualification_1,5,51.595,51.595,10,14.8,16.095,8.6,12.1,1,1,0,0,4,4,4,5,5,4,6,6,4,6,4,0,1770,1725,1640,1640,1550,1600,1535,1555,1585,1495,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Peter Sørensen,2001,Greve Gymnastik og Trampolin,DEN,Qualification_2,5,51.595,51.37,10,15,15.87,8.9,11.6,1,2,0,0,4,4,4,4,5,4,6,4,8,6,1,0,1765,1770,1685,1620,1575,1560,1545,1580,1430,1340,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Aksel Bromand Koldkjær,2005,Springteam Nordjylland,DEN,Team Final,3,53.005,53.005,10,15,15.605,9.2,13.2,1,1,0,0,4,4,5,4,6,4,5,4,4,6,4,0,1700,1585,1585,1620,1560,1590,1530,1490,1505,1440,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Storm Skotte Højlo,2008,KTK,DEN,Qualification_1,10,47.98,47.475,10,14.9,14.075,9.5,9,1,1,0,0,6,4,4,5,4,5,5,6,6,4,2,0,1440,1405,1345,1395,1430,1460,1450,1420,1370,1360,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Storm Skotte Højlo,2008,KTK,DEN,Qualification_2,10,47.98,47.98,10,15.3,14.28,9.4,9,1,2,0,0,5,4,4,4,4,4,4,4,5,6,3,0,1475,1445,1400,1440,1435,1460,1425,1445,1385,1370,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Mathias Gemynthe,2007,Greve Gymnastik og Trampolin,DEN,Team Final,14,15.565,15.565,3,4.5,4.965,2.8,3.3,1,1,0,0,5,4,6,0,0,0,0,0,0,0,0,0,1685,1685,1595,NA,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Incomplete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Teis Petersen,1997,Haslev TT,DEN,Qualification_1,7,50.425,30.705,6,10.1,10.305,5.5,4.8,1,1,0,0,2,1,2,4,4,6,0,0,0,0,0,0,1900,1725,1670,1720,1665,1625,NA,NA,NA,NA,TRA FIG 2022,Incomplete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Teis Petersen,1997,Haslev TT,DEN,Qualification_2,7,50.425,50.425,10,15.1,15.925,9.2,10.2,1,2,0,0,2,1,2,4,8,8,6,6,6,6,0,0,1890,1740,1680,1700,1580,1480,1480,1515,1495,1365,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Mathias Gemynthe,2007,Greve Gymnastik og Trampolin,DEN,Qualification_1,9,50.25,47.89,10,13.9,15.29,8.9,9.8,1,1,0,0,4,6,4,6,8,6,5,5,6,8,3,0,1670,1585,1505,1525,1465,1485,1490,1535,1515,1515,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Mathias Gemynthe,2007,Greve Gymnastik og Trampolin,DEN,Qualification_2,9,50.25,50.25,10,14.8,15.75,9.7,10,1,2,0,0,4,3,4,6,4,4,4,6,5,8,4,0,1675,1690,1590,1540,1490,1555,1560,1580,1555,1515,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Teis Petersen,1997,Haslev TT,DEN,Team Final,4,52.625,52.625,10,16,16.425,9.6,10.6,1,1,0,0,0,2,3,3,5,4,6,5,4,6,2,0,1875,1695,1640,1685,1610,1635,1605,1610,1570,1500,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Peter Sørensen,2001,Greve Gymnastik og Trampolin,DEN,Team Final,5,52.435,52.435,10,15.2,16.435,9.2,11.6,1,1,0,0,4,4,3,4,4,6,4,4,6,7,2,0,1855,1730,1715,1665,1640,1595,1460,1525,1635,1615,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Valdemar Risak Johansen,2004,Greve Gymnastik og Trampolin,DEN,Qualification_1,2,56.125,6.34,1,1.6,1.74,1,2,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Incomplete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Valdemar Risak Johansen,2004,Greve Gymnastik og Trampolin,DEN,Qualification_2,2,56.125,56.125,10,14.7,15.925,9.3,16.2,1,2,0,0,4,6,6,4,5,6,6,6,4,6,0,0,1705,1685,1655,1595,1585,1560,1550,1535,1555,1500,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Benjamin Kjær,1998,Haslev TT,DEN,Team Final,1,56.845,56.845,10,15.6,16.745,9.3,15.2,1,1,0,0,4,4,4,6,4,4,4,4,4,6,0,0,1740,1745,1715,1695,1665,1665,1645,1645,1645,1585,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Kristoffer Klingenbjerg,2000,Odense Gymnastik Forening,DEN,Qualification_1,3,54.045,54.045,10,15.3,15.845,9.3,13.6,1,1,0,0,4,4,4,4,6,5,5,4,4,5,2,0,1770,1695,1630,1590,1550,1470,1525,1560,1580,1475,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Kristoffer Klingenbjerg,2000,Odense Gymnastik Forening,DEN,Qualification_2,3,54.045,22.82,4,6.3,6.72,3.7,6.1,1,2,0,0,4,4,5,4,0,0,0,0,0,0,0,0,1770,1665,1620,1665,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Incomplete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Aksel Bromand Koldkjær,2005,Springteam Nordjylland,DEN,Qualification_1,4,53.925,53.925,10,15,15.725,9.6,13.6,1,1,0,0,4,4,4,4,6,6,4,6,4,6,2,0,1645,1640,1600,1615,1500,1580,1560,1525,1515,1545,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Aksel Bromand Koldkjær,2005,Springteam Nordjylland,DEN,Qualification_2,4,53.925,47.135,10,12.5,15.435,9,10.8,1,2,0,6,4,4,4,4,6,7,6,6,6,8,0,20,1680,1715,1590,1570,1555,1535,1490,1415,1405,1480,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Daniel Nikitin,2005,KTK,DEN,Qualification_1,18,43.63,22.39,5,6.3,7.09,4.4,4.6,1,1,0,0,6,8,8,8,7,0,0,0,0,0,0,0,1515,1445,1385,1380,1365,NA,NA,NA,NA,NA,TRA FIG 2022,Incomplete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Daniel Nikitin,2005,KTK,DEN,Qualification_2,18,43.63,43.63,10,11.1,14.33,9.4,8.8,1,2,0,0,8,7,6,8,8,10,8,10,10,10,4,0,1515,1475,1455,1465,1410,1430,1390,1425,1395,1370,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Benjamin Kjær,1998,Haslev TT,DEN,Qualification_1,1,57.51,54.48,10,14.9,15.98,9.2,14.4,1,1,0,0,4,6,6,5,5,5,6,4,4,6,0,0,1735,1695,1555,1615,1590,1585,1560,1560,1580,1505,TRA FIG 2022,Complete
f1c3d1d8-2685-49f1-72a0-4cc694e8cdd4,2024-11-23,2024,DM Senior Hold 2024,TRA,Herre,Benjamin Kjær,1998,Haslev TT,DEN,Qualification_2,1,57.51,57.51,10,16.1,16.71,9.5,15.2,1,2,0,0,4,4,3,3,4,4,4,5,4,4,0,0,1750,1755,1720,1735,1700,1665,1640,1610,1590,1545,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Alfred Madsen,2010,Greve Gymnastik og Trampolin,DEN,Final,4,46.76,46.76,10,13.6,14.16,9.3,9.7,1,1,0,0,6,4,6,6,8,8,6,6,6,5,3,0,1505,1460,1420,1420,1365,1390,1400,1430,1440,1330,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Twan Rotgans,2008,TSH,NED,Qualification_1,1,91.68,41.665,10,16.6,15.865,9.2,0,1,1,0,0,0,2,2,2,4,4,4,5,4,5,2,0,1800,1655,1560,1565,1535,1540,1555,1590,1565,1500,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Twan Rotgans,2008,TSH,NED,Qualification_2,1,91.68,50.015,10,13.9,14.415,9.2,12.5,1,2,0,0,4,8,8,6,6,5,4,6,6,8,0,0,1655,1495,1520,1460,1390,1375,1390,1425,1405,1300,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Hugo Fjelkner,2008,Swedish Gymnastics Federation,SWE,Qualification_1,4,88.595,39.76,10,15.2,14.96,9.6,0,1,1,0,0,4,4,4,4,6,4,6,3,6,6,1,0,1595,1540,1460,1475,1465,1520,1490,1505,1515,1395,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Hugo Fjelkner,2008,Swedish Gymnastics Federation,SWE,Qualification_2,4,88.595,48.835,10,14.3,15.135,9.6,9.8,1,2,0,0,8,4,4,4,6,6,6,6,6,6,1,0,1610,1580,1535,1550,1530,1535,1450,1490,1450,1405,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Victor Blunch Olsen,2009,Greve Gymnastik og Trampolin,DEN,Final,5,46.71,46.71,10,12.5,14.91,9.6,9.7,1,1,0,0,6,5,6,6,6,6,4,4,6,6,20,0,1560,1505,1465,1525,1500,1510,1490,1535,1490,1330,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Oliver Tureby Dalsten,2010,Haslev TT,DEN,Final,1,49.28,49.28,10,15.6,14.68,9,10,1,1,0,0,4,4,4,5,5,4,4,4,4,6,0,0,1550,1495,1465,1435,1435,1455,1485,1450,1475,1435,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Rasmus Krogh Grande,2008,Springteam Nordjylland,DEN,Qualification_1,8,86.76,39.63,10,15,15.43,9.2,0,1,1,0,0,6,4,3,4,6,6,5,6,5,5,0,0,1740,1565,1490,1500,1485,1490,1540,1555,1555,1510,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Rasmus Krogh Grande,2008,Springteam Nordjylland,DEN,Qualification_2,8,86.76,47.13,10,13.5,14.33,9,10.3,1,2,0,0,6,4,8,5,6,8,6,6,6,8,2,0,1600,1520,1440,1380,1350,1395,1385,1430,1420,1410,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Rasmus Bønnerup Hansen,2008,Roskilde Gymnastikforening,DEN,Final,6,46.485,46.485,10,14,14.685,9.1,8.7,1,1,0,0,4,5,6,8,5,7,6,6,6,6,1,0,1605,1595,1535,1500,1440,1390,1390,1430,1425,1375,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Storm Skotte Højlo,2008,KTK,DEN,Qualification_1,24,55.26,8.075,2,3.2,3.075,1.8,0,1,1,0,0,4,4,3,0,0,0,0,0,0,0,0,0,1555,1520,NA,NA,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Incomplete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Storm Skotte Højlo,2008,KTK,DEN,Qualification_2,24,55.26,47.185,10,14.3,14.385,9.5,9,1,2,0,0,6,8,4,6,4,4,4,6,6,8,1,0,1520,1495,1425,1435,1445,1450,1380,1390,1415,1430,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Johannes Bovien Nørfelt,2008,KTK,DEN,Qualification_1,26,27.475,8.18,2,3.3,3.08,1.8,0,1,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1565,1515,NA,NA,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Incomplete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Johannes Bovien Nørfelt,2008,KTK,DEN,Qualification_2,26,27.475,19.295,4,5.6,5.695,3.6,4.4,1,2,0,0,6,4,6,8,0,0,0,0,0,0,0,0,1540,1485,1405,1265,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Incomplete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Rasmus Krogh Grande,2008,Springteam Nordjylland,DEN,Final,3,47.8,47.8,10,13.2,14.8,9.5,10.3,1,1,0,0,8,6,8,4,6,8,8,4,6,8,2,0,1580,1520,1470,1500,1465,1465,1445,1480,1465,1410,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Oskar Thelander,2008,Swedish Gymnastics Federation,SWE,Qualification_1,3,89.705,40.745,10,16,15.245,9.5,0,1,1,0,0,4,2,3,4,4,4,4,4,4,4,3,0,1565,1545,1540,1530,1500,1485,1495,1475,1600,1510,TRA FIG 2022,Complete
d901aeb6-713c-48f8-6f1b-706d16e03059,2024-10-18,2024,Nordic Trampoline Championships 2024,TRA,Junior - Boys,Oskar Thelander,2008,Swedish Gymnastics Federation,SWE,Qualification_2,3,89.705,48.96,10,14.4,14.76,9.5,10.3,1,2,0,0,6,6,6,4,5,4,4,6,6,6,3,0,1555,1555,1500,1450,1465,1450,1440,1440,1480,1425,TRA FIG 2022,Complete
